0.5520 20.4252 -1.6487
0.5520 20.4252 -2.4730
0.5520 20.4252 -4.9460
0.5520 20.4252 -5.7703
0.5520 20.4252 -4.1217
0.5520 12.1447 0.0000
0.5520 12.1447 0.8243
0.5520 12.1447 -3.2973
0.5520 12.1447 -0.8243
0.5520 12.1447 1.6487
0.5520 12.1447 -1.6487
0.5520 12.1447 -2.4730
0.5520 12.1447 2.4730
0.5520 24.2894 -1.6487
0.5520 24.2894 -2.4730
0.5520 18.2170 0.0000
0.5520 18.2170 0.8243
0.5520 18.2170 -3.2973
0.5520 18.2170 -0.8243
0.5520 18.2170 1.6487
0.5520 18.2170 -1.6487
0.5520 18.2170 -2.4730
0.5520 18.2170 -4.9460
0.5520 18.2170 -4.1217
0.5520 11.0406 0.0000
0.5520 11.0406 0.8243
0.5520 11.0406 -0.8243
0.5520 11.0406 1.6487
0.5520 11.0406 -1.6487
0.5520 11.0406 -2.4730
0.5520 11.0406 2.4730
0.5520 22.0812 -3.2973
0.5520 22.0812 -0.8243
0.5520 22.0812 -1.6487
0.5520 22.0812 -2.4730
0.5520 14.9048 0.0000
0.5520 14.9048 0.8243
0.5520 14.9048 3.2973
0.5520 14.9048 -3.2973
0.5520 14.9048 -0.8243
0.5520 14.9048 1.6487
0.5520 14.9048 -1.6487
0.5520 14.9048 -2.4730
0.5520 14.9048 -4.9460
0.5520 14.9048 2.4730
0.5520 14.9048 -4.1217
0.5520 16.0089 0.0000
0.5520 16.0089 0.8243
0.5520 16.0089 -3.2973
0.5520 16.0089 -0.8243
0.5520 16.0089 1.6487
0.5520 16.0089 -1.6487
0.5520 16.0089 -2.4730
0.5520 16.0089 -4.9460
0.5520 16.0089 2.4730
0.5520 16.0089 -4.1217
0.5520 19.8731 0.0000
0.5520 19.8731 -3.2973
0.5520 19.8731 -0.8243
0.5520 19.8731 -1.6487
0.5520 19.8731 -2.4730
0.5520 19.8731 -4.9460
0.5520 19.8731 -5.7703
0.5520 19.8731 -4.1217
0.5520 9.9366 -1.6487
0.5520 9.9366 -2.4730
0.5520 23.7373 -1.6487
0.5520 23.7373 -2.4730
-0.5520 13.8008 0.0000
-0.5520 13.8008 0.8243
-0.5520 13.8008 3.2973
-0.5520 13.8008 -3.2973
-0.5520 13.8008 -0.8243
-0.5520 13.8008 1.6487
-0.5520 13.8008 -1.6487
-0.5520 13.8008 -2.4730
-0.5520 13.8008 2.4730
-0.5520 13.8008 -4.1217
-0.5520 17.6650 0.0000
-0.5520 17.6650 0.8243
-0.5520 17.6650 -3.2973
-0.5520 17.6650 -0.8243
-0.5520 17.6650 1.6487
-0.5520 17.6650 -1.6487
-0.5520 17.6650 -2.4730
-0.5520 17.6650 -4.9460
-0.5520 17.6650 -4.1217
-0.5520 21.5292 -0.8243
-0.5520 21.5292 -1.6487
-0.5520 21.5292 -2.4730
-0.5520 12.6967 0.0000
-0.5520 12.6967 0.8243
-0.5520 12.6967 -3.2973
-0.5520 12.6967 -0.8243
-0.5520 12.6967 1.6487
-0.5520 12.6967 -1.6487
-0.5520 12.6967 -2.4730
-0.5520 12.6967 2.4730
-0.5520 19.3211 0.0000
-0.5520 19.3211 0.8243
-0.5520 19.3211 -3.2973
-0.5520 19.3211 -0.8243
-0.5520 19.3211 -1.6487
-0.5520 19.3211 -2.4730
-0.5520 19.3211 -4.9460
-0.5520 19.3211 -4.1217
-0.5520 11.5927 0.0000
-0.5520 11.5927 0.8243
-0.5520 11.5927 -0.8243
-0.5520 11.5927 1.6487
-0.5520 11.5927 -1.6487
-0.5520 11.5927 -2.4730
-0.5520 11.5927 2.4730
-0.5520 17.1130 0.0000
-0.5520 17.1130 0.8243
-0.5520 17.1130 -3.2973
-0.5520 17.1130 -0.8243
-0.5520 17.1130 1.6487
-0.5520 17.1130 -1.6487
-0.5520 17.1130 -2.4730
-0.5520 17.1130 2.4730
-0.5520 17.1130 -4.1217
-0.5520 15.4569 0.0000
-0.5520 15.4569 0.8243
-0.5520 15.4569 -3.2973
-0.5520 15.4569 -0.8243
-0.5520 15.4569 1.6487
-0.5520 15.4569 -1.6487
-0.5520 15.4569 -2.4730
-0.5520 15.4569 2.4730
-0.5520 15.4569 -4.1217
-0.5520 10.4886 -0.8243
-0.5520 10.4886 -1.6487
-0.5520 20.9772 0.0000
-0.5520 20.9772 -3.2973
-0.5520 20.9772 -0.8243
-0.5520 20.9772 -1.6487
-0.5520 20.9772 -2.4730
-0.5520 14.3528 0.0000
-0.5520 14.3528 0.8243
-0.5520 14.3528 3.2973
-0.5520 14.3528 -3.2973
-0.5520 14.3528 -0.8243
-0.5520 14.3528 1.6487
-0.5520 14.3528 -1.6487
-0.5520 14.3528 -2.4730
-0.5520 14.3528 2.4730
-0.5520 14.3528 4.1217
-0.5520 14.3528 -4.1217
-0.5520 18.7691 0.0000
-0.5520 18.7691 0.8243
-0.5520 18.7691 -3.2973
-0.5520 18.7691 -0.8243
-0.5520 18.7691 -1.6487
-0.5520 18.7691 -2.4730
-0.5520 18.7691 -4.9460
-0.5520 18.7691 -4.1217
-0.5520 22.6333 -0.8243
-0.5520 22.6333 -1.6487
-0.5520 13.2488 0.0000
-0.5520 13.2488 0.8243
-0.5520 13.2488 3.2973
-0.5520 13.2488 -3.2973
-0.5520 13.2488 -0.8243
-0.5520 13.2488 1.6487
-0.5520 13.2488 -1.6487
-0.5520 13.2488 -2.4730
-0.5520 13.2488 2.4730
-0.5520 16.5609 0.0000
-0.5520 16.5609 0.8243
-0.5520 16.5609 -3.2973
-0.5520 16.5609 -0.8243
-0.5520 16.5609 1.6487
-0.5520 16.5609 -1.6487
-0.5520 16.5609 -2.4730
-0.5520 16.5609 2.4730
-0.5520 16.5609 -4.1217
-0.5520 20.4252 0.0000
-0.5520 20.4252 -3.2973
-0.5520 20.4252 -0.8243
-0.5520 20.4252 -1.6487
-0.5520 20.4252 -2.4730
-0.5520 20.4252 -4.1217
-0.5520 12.1447 0.0000
-0.5520 12.1447 0.8243
-0.5520 12.1447 -3.2973
-0.5520 12.1447 -0.8243
-0.5520 12.1447 1.6487
-0.5520 12.1447 -1.6487
-0.5520 12.1447 -2.4730
-0.5520 12.1447 2.4730
-0.5520 18.2170 0.0000
-0.5520 18.2170 0.8243
-0.5520 18.2170 -3.2973
-0.5520 18.2170 -0.8243
-0.5520 18.2170 1.6487
-0.5520 18.2170 -1.6487
-0.5520 18.2170 -2.4730
-0.5520 18.2170 -4.9460
-0.5520 18.2170 -4.1217
-0.5520 11.0406 0.0000
-0.5520 11.0406 0.8243
-0.5520 11.0406 -0.8243
-0.5520 11.0406 1.6487
-0.5520 11.0406 -1.6487
-0.5520 11.0406 -2.4730
-0.5520 22.0812 -0.8243
-0.5520 22.0812 -1.6487
-0.5520 22.0812 -2.4730
-0.5520 14.9048 0.0000
-0.5520 14.9048 0.8243
-0.5520 14.9048 3.2973
-0.5520 14.9048 -3.2973
-0.5520 14.9048 -0.8243
-0.5520 14.9048 1.6487
-0.5520 14.9048 -1.6487
-0.5520 14.9048 -2.4730
-0.5520 14.9048 2.4730
-0.5520 14.9048 -4.1217
-0.5520 16.0089 0.0000
-0.5520 16.0089 0.8243
-0.5520 16.0089 -3.2973
-0.5520 16.0089 -0.8243
-0.5520 16.0089 1.6487
-0.5520 16.0089 -1.6487
-0.5520 16.0089 -2.4730
-0.5520 16.0089 2.4730
-0.5520 16.0089 -4.1217
-0.5520 19.8731 0.0000
-0.5520 19.8731 -3.2973
-0.5520 19.8731 -0.8243
-0.5520 19.8731 -1.6487
-0.5520 19.8731 -2.4730
-0.5520 19.8731 -4.9460
-0.5520 19.8731 -4.1217
-0.5520 9.9366 -1.6487
1.1041 13.8008 0.0000
1.1041 13.8008 0.8243
1.1041 13.8008 3.2973
1.1041 13.8008 -3.2973
1.1041 13.8008 -0.8243
1.1041 13.8008 1.6487
1.1041 13.8008 -1.6487
1.1041 13.8008 -2.4730
1.1041 13.8008 -4.9460
1.1041 13.8008 2.4730
1.1041 13.8008 -4.1217
1.1041 17.6650 0.0000
1.1041 17.6650 0.8243
1.1041 17.6650 -3.2973
1.1041 17.6650 -0.8243
1.1041 17.6650 1.6487
1.1041 17.6650 -1.6487
1.1041 17.6650 -2.4730
1.1041 17.6650 -4.9460
1.1041 17.6650 2.4730
1.1041 17.6650 -4.1217
1.1041 21.5292 0.0000
1.1041 21.5292 -3.2973
1.1041 21.5292 -0.8243
1.1041 21.5292 -1.6487
1.1041 21.5292 -2.4730
1.1041 21.5292 -4.1217
1.1041 12.6967 0.0000
1.1041 12.6967 0.8243
1.1041 12.6967 3.2973
1.1041 12.6967 -3.2973
1.1041 12.6967 -0.8243
1.1041 12.6967 1.6487
1.1041 12.6967 -1.6487
1.1041 12.6967 -2.4730
1.1041 12.6967 2.4730
1.1041 12.6967 -4.1217
1.1041 19.3211 0.0000
1.1041 19.3211 0.8243
1.1041 19.3211 -3.2973
1.1041 19.3211 -0.8243
1.1041 19.3211 -1.6487
1.1041 19.3211 -2.4730
1.1041 19.3211 -4.9460
1.1041 19.3211 -5.7703
1.1041 19.3211 -4.1217
1.1041 23.1853 -3.2973
1.1041 23.1853 -0.8243
1.1041 23.1853 -1.6487
1.1041 23.1853 -2.4730
1.1041 11.5927 0.0000
1.1041 11.5927 0.8243
1.1041 11.5927 -3.2973
1.1041 11.5927 -0.8243
1.1041 11.5927 1.6487
1.1041 11.5927 -1.6487
1.1041 11.5927 -2.4730
1.1041 11.5927 2.4730
1.1041 17.1130 0.0000
1.1041 17.1130 0.8243
1.1041 17.1130 -3.2973
1.1041 17.1130 -0.8243
1.1041 17.1130 1.6487
1.1041 17.1130 -1.6487
1.1041 17.1130 -2.4730
1.1041 17.1130 -4.9460
1.1041 17.1130 2.4730
1.1041 17.1130 -4.1217
1.1041 15.4569 0.0000
1.1041 15.4569 0.8243
1.1041 15.4569 -3.2973
1.1041 15.4569 -0.8243
1.1041 15.4569 1.6487
1.1041 15.4569 -1.6487
1.1041 15.4569 -2.4730
1.1041 15.4569 -4.9460
1.1041 15.4569 2.4730
1.1041 15.4569 -4.1217
1.1041 10.4886 0.0000
1.1041 10.4886 0.8243
1.1041 10.4886 -0.8243
1.1041 10.4886 1.6487
1.1041 10.4886 -1.6487
1.1041 10.4886 -2.4730
1.1041 10.4886 2.4730
1.1041 20.9772 0.0000
1.1041 20.9772 -3.2973
1.1041 20.9772 -0.8243
1.1041 20.9772 -1.6487
1.1041 20.9772 -2.4730
1.1041 20.9772 -4.9460
1.1041 20.9772 -4.1217
1.1041 14.3528 0.0000
1.1041 14.3528 0.8243
1.1041 14.3528 3.2973
1.1041 14.3528 -3.2973
1.1041 14.3528 -0.8243
1.1041 14.3528 1.6487
1.1041 14.3528 -1.6487
1.1041 14.3528 -2.4730
1.1041 14.3528 -4.9460
1.1041 14.3528 2.4730
1.1041 14.3528 4.1217
1.1041 14.3528 -4.1217
1.1041 18.7691 0.0000
1.1041 18.7691 0.8243
1.1041 18.7691 -3.2973
1.1041 18.7691 -0.8243
1.1041 18.7691 -1.6487
1.1041 18.7691 -2.4730
1.1041 18.7691 -4.9460
1.1041 18.7691 -5.7703
1.1041 18.7691 -4.1217
1.1041 22.6333 -3.2973
1.1041 22.6333 -0.8243
1.1041 22.6333 -1.6487
1.1041 22.6333 -2.4730
1.1041 13.2488 0.0000
1.1041 13.2488 0.8243
1.1041 13.2488 3.2973
1.1041 13.2488 -3.2973
1.1041 13.2488 -0.8243
1.1041 13.2488 1.6487
1.1041 13.2488 -1.6487
1.1041 13.2488 -2.4730
1.1041 13.2488 2.4730
1.1041 13.2488 -4.1217
1.1041 16.5609 0.0000
1.1041 16.5609 0.8243
1.1041 16.5609 -3.2973
1.1041 16.5609 -0.8243
1.1041 16.5609 1.6487
1.1041 16.5609 -1.6487
1.1041 16.5609 -2.4730
1.1041 16.5609 -4.9460
1.1041 16.5609 2.4730
1.1041 16.5609 -4.1217
1.1041 20.4252 0.0000
1.1041 20.4252 -3.2973
1.1041 20.4252 -0.8243
1.1041 20.4252 -1.6487
1.1041 20.4252 -2.4730
1.1041 20.4252 -4.9460
1.1041 20.4252 -5.7703
1.1041 20.4252 -4.1217
1.1041 12.1447 0.0000
1.1041 12.1447 0.8243
1.1041 12.1447 3.2973
1.1041 12.1447 -3.2973
1.1041 12.1447 -0.8243
1.1041 12.1447 1.6487
1.1041 12.1447 -1.6487
1.1041 12.1447 -2.4730
1.1041 12.1447 2.4730
1.1041 24.2894 -3.2973
1.1041 24.2894 -1.6487
1.1041 24.2894 -2.4730
1.1041 18.2170 0.0000
1.1041 18.2170 0.8243
1.1041 18.2170 -3.2973
1.1041 18.2170 -0.8243
1.1041 18.2170 1.6487
1.1041 18.2170 -1.6487
1.1041 18.2170 -2.4730
1.1041 18.2170 -4.9460
1.1041 18.2170 -4.1217
1.1041 11.0406 0.0000
1.1041 11.0406 0.8243
1.1041 11.0406 -0.8243
1.1041 11.0406 1.6487
1.1041 11.0406 -1.6487
1.1041 11.0406 -2.4730
1.1041 11.0406 2.4730
1.1041 22.0812 -3.2973
1.1041 22.0812 -0.8243
1.1041 22.0812 -1.6487
1.1041 22.0812 -2.4730
1.1041 14.9048 0.0000
1.1041 14.9048 0.8243
1.1041 14.9048 3.2973
1.1041 14.9048 -3.2973
1.1041 14.9048 -0.8243
1.1041 14.9048 1.6487
1.1041 14.9048 -1.6487
1.1041 14.9048 -2.4730
1.1041 14.9048 -4.9460
1.1041 14.9048 2.4730
1.1041 14.9048 -4.1217
1.1041 16.0089 0.0000
1.1041 16.0089 0.8243
1.1041 16.0089 -3.2973
1.1041 16.0089 -0.8243
1.1041 16.0089 1.6487
1.1041 16.0089 -1.6487
1.1041 16.0089 -2.4730
1.1041 16.0089 -4.9460
1.1041 16.0089 2.4730
1.1041 16.0089 -4.1217
1.1041 19.8731 0.0000
1.1041 19.8731 -3.2973
1.1041 19.8731 -0.8243
1.1041 19.8731 -1.6487
1.1041 19.8731 -2.4730
1.1041 19.8731 -4.9460
1.1041 19.8731 -5.7703
1.1041 19.8731 -4.1217
1.1041 9.9366 -1.6487
1.1041 9.9366 -2.4730
1.1041 23.7373 -3.2973
1.1041 23.7373 -1.6487
1.1041 23.7373 -2.4730
-1.1041 13.8008 0.0000
-1.1041 13.8008 0.8243
-1.1041 13.8008 3.2973
-1.1041 13.8008 -3.2973
-1.1041 13.8008 -0.8243
-1.1041 13.8008 1.6487
-1.1041 13.8008 -1.6487
-1.1041 13.8008 -2.4730
-1.1041 13.8008 2.4730
-1.1041 17.6650 0.0000
-1.1041 17.6650 0.8243
-1.1041 17.6650 -3.2973
-1.1041 17.6650 -0.8243
-1.1041 17.6650 1.6487
-1.1041 17.6650 -1.6487
-1.1041 17.6650 -2.4730
-1.1041 17.6650 -4.1217
-1.1041 21.5292 -0.8243
-1.1041 21.5292 -1.6487
-1.1041 12.6967 0.0000
-1.1041 12.6967 0.8243
-1.1041 12.6967 -0.8243
-1.1041 12.6967 1.6487
-1.1041 12.6967 -1.6487
-1.1041 12.6967 -2.4730
-1.1041 12.6967 2.4730
-1.1041 19.3211 0.0000
-1.1041 19.3211 0.8243
-1.1041 19.3211 -3.2973
-1.1041 19.3211 -0.8243
-1.1041 19.3211 -1.6487
-1.1041 19.3211 -2.4730
-1.1041 19.3211 -4.9460
-1.1041 19.3211 -4.1217
-1.1041 11.5927 0.0000
-1.1041 11.5927 0.8243
-1.1041 11.5927 -0.8243
-1.1041 11.5927 1.6487
-1.1041 11.5927 -1.6487
-1.1041 11.5927 -2.4730
-1.1041 17.1130 0.0000
-1.1041 17.1130 0.8243
-1.1041 17.1130 -3.2973
-1.1041 17.1130 -0.8243
-1.1041 17.1130 1.6487
-1.1041 17.1130 -1.6487
-1.1041 17.1130 -2.4730
-1.1041 17.1130 2.4730
-1.1041 17.1130 -4.1217
-1.1041 15.4569 0.0000
-1.1041 15.4569 0.8243
-1.1041 15.4569 -3.2973
-1.1041 15.4569 -0.8243
-1.1041 15.4569 1.6487
-1.1041 15.4569 -1.6487
-1.1041 15.4569 -2.4730
-1.1041 15.4569 2.4730
-1.1041 15.4569 -4.1217
-1.1041 10.4886 -0.8243
-1.1041 10.4886 -1.6487
-1.1041 20.9772 -0.8243
-1.1041 20.9772 -1.6487
-1.1041 20.9772 -2.4730
-1.1041 14.3528 0.0000
-1.1041 14.3528 0.8243
-1.1041 14.3528 3.2973
-1.1041 14.3528 -3.2973
-1.1041 14.3528 -0.8243
-1.1041 14.3528 1.6487
-1.1041 14.3528 -1.6487
-1.1041 14.3528 -2.4730
-1.1041 14.3528 2.4730
-1.1041 14.3528 4.1217
-1.1041 18.7691 0.0000
-1.1041 18.7691 0.8243
-1.1041 18.7691 -3.2973
-1.1041 18.7691 -0.8243
-1.1041 18.7691 -1.6487
-1.1041 18.7691 -2.4730
-1.1041 18.7691 -4.1217
-1.1041 13.2488 0.0000
-1.1041 13.2488 0.8243
-1.1041 13.2488 -3.2973
-1.1041 13.2488 -0.8243
-1.1041 13.2488 1.6487
-1.1041 13.2488 -1.6487
-1.1041 13.2488 -2.4730
-1.1041 13.2488 2.4730
-1.1041 16.5609 0.0000
-1.1041 16.5609 0.8243
-1.1041 16.5609 -3.2973
-1.1041 16.5609 -0.8243
-1.1041 16.5609 1.6487
-1.1041 16.5609 -1.6487
-1.1041 16.5609 -2.4730
-1.1041 16.5609 2.4730
-1.1041 16.5609 -4.1217
-1.1041 20.4252 0.0000
-1.1041 20.4252 -3.2973
-1.1041 20.4252 -0.8243
-1.1041 20.4252 -1.6487
-1.1041 20.4252 -2.4730
-1.1041 12.1447 0.0000
-1.1041 12.1447 0.8243
-1.1041 12.1447 -0.8243
-1.1041 12.1447 1.6487
-1.1041 12.1447 -1.6487
-1.1041 12.1447 -2.4730
-1.1041 18.2170 0.0000
-1.1041 18.2170 0.8243
-1.1041 18.2170 -3.2973
-1.1041 18.2170 -0.8243
-1.1041 18.2170 1.6487
-1.1041 18.2170 -1.6487
